review_id,booking_id,review_date,rating_score,sentiment_label,complaint_category,review_source,created_at
RV001889,BK103651,2025-07-21,4.7,Positive,,Traveloka,2025-07-21 12:00:00
RV001890,BK103653,2025-07-24,4.5,Positive,,Post-stay survey,2025-07-24 12:00:00
RV001891,BK103654,2025-07-23,4.8,Positive,,Traveloka,2025-07-23 12:00:00
RV001892,BK103656,2025-07-23,4.2,Neutral,Elevator wait,Traveloka,2025-07-23 12:00:00
RV001893,BK103658,2025-07-24,4.4,Neutral,Elevator wait,Post-stay survey,2025-07-24 12:00:00
RV001894,BK103659,2025-07-17,4.5,Positive,,Booking.com,2025-07-17 12:00:00
RV001895,BK103665,2025-07-24,4.9,Positive,,Traveloka,2025-07-24 12:00:00
RV001896,BK103666,2025-07-24,4.5,Positive,,Post-stay survey,2025-07-24 12:00:00
RV001897,BK103667,2025-07-26,4.9,Positive,,Post-stay survey,2025-07-26 12:00:00
RV001898,BK103672,2025-07-24,4.9,Positive,,Post-stay survey,2025-07-24 12:00:00
RV001899,BK103676,2025-07-26,4.4,Neutral,Breakfast queue,Traveloka,2025-07-26 12:00:00
RV001900,BK103680,2025-07-23,4.2,Neutral,Room view expectation,Other OTA,2025-07-23 12:00:00
RV001901,BK103681,2025-07-20,3.7,Negative,OTA price mismatch,Other OTA,2025-07-20 12:00:00
RV001902,BK103683,2025-07-22,4.6,Positive,,Traveloka,2025-07-22 12:00:00
RV001903,BK103687,2025-07-22,4.1,Neutral,Breakfast queue,Post-stay survey,2025-07-22 12:00:00
RV001904,BK103688,2025-07-24,4.5,Positive,,Booking.com,2025-07-24 12:00:00
RV001905,BK103689,2025-07-23,4.2,Neutral,Room view expectation,Post-stay survey,2025-07-23 12:00:00
RV001906,BK103691,2025-07-19,4.2,Neutral,,Post-stay survey,2025-07-19 12:00:00
RV001907,BK103692,2025-07-25,4.5,Positive,,Agoda,2025-07-25 12:00:00
RV001908,BK103693,2025-07-24,4.6,Positive,,Booking.com,2025-07-24 12:00:00
RV001909,BK103694,2025-07-23,5.0,Positive,,Post-stay survey,2025-07-23 12:00:00
RV001910,BK103696,2025-07-20,4.2,Neutral,Breakfast queue,Traveloka,2025-07-20 12:00:00
RV001911,BK103700,2025-07-24,3.9,Negative,Noise,Agoda,2025-07-24 12:00:00
RV001912,BK103702,2025-07-23,4.8,Positive,,Post-stay survey,2025-07-23 12:00:00
RV001913,BK103703,2025-07-22,4.7,Positive,,Agoda,2025-07-22 12:00:00
RV001914,BK103704,2025-07-19,4.5,Positive,,Post-stay survey,2025-07-19 12:00:00
RV001915,BK103706,2025-07-20,4.6,Positive,,Post-stay survey,2025-07-20 12:00:00
RV001916,BK103707,2025-07-22,4.2,Neutral,Elevator wait,Other OTA,2025-07-22 12:00:00
RV001917,BK103708,2025-07-26,4.7,Positive,,Booking.com,2025-07-26 12:00:00
RV001918,BK103710,2025-07-21,4.2,Neutral,Room view expectation,Booking.com,2025-07-21 12:00:00
RV001919,BK103714,2025-07-24,4.4,Neutral,Room view expectation,Traveloka,2025-07-24 12:00:00
RV001920,BK103715,2025-07-19,4.6,Positive,,Booking.com,2025-07-19 12:00:00
RV001921,BK103717,2025-07-24,4.4,Neutral,Room view expectation,Agoda,2025-07-24 12:00:00
RV001922,BK103719,2025-07-19,3.9,Negative,Air-conditioner issue,Booking.com,2025-07-19 12:00:00
RV001923,BK103722,2025-07-26,4.5,Positive,,Post-stay survey,2025-07-26 12:00:00
RV001924,BK103723,2025-07-21,4.1,Neutral,Breakfast queue,Agoda,2025-07-21 12:00:00
RV001925,BK103724,2025-07-23,4.8,Positive,,Post-stay survey,2025-07-23 12:00:00
RV001926,BK103725,2025-07-19,4.7,Positive,,Booking.com,2025-07-19 12:00:00
RV001927,BK103726,2025-07-20,4.5,Positive,,Booking.com,2025-07-20 12:00:00
RV001928,BK103727,2025-07-19,4.6,Positive,,Traveloka,2025-07-19 12:00:00
RV001929,BK103728,2025-07-22,4.0,Neutral,Room view expectation,Post-stay survey,2025-07-22 12:00:00
RV001930,BK103730,2025-07-21,3.5,Negative,Check-in waiting time,Booking.com,2025-07-21 12:00:00
RV001931,BK103733,2025-07-20,5.0,Positive,,Post-stay survey,2025-07-20 12:00:00
RV001932,BK103735,2025-07-21,4.6,Positive,,Agoda,2025-07-21 12:00:00
RV001933,BK103737,2025-07-24,4.2,Neutral,Breakfast queue,Post-stay survey,2025-07-24 12:00:00
RV001934,BK103738,2025-07-26,4.7,Positive,,Booking.com,2025-07-26 12:00:00
RV001935,BK103740,2025-07-22,5.0,Positive,,Traveloka,2025-07-22 12:00:00
RV001936,BK103742,2025-07-22,4.1,Neutral,,Traveloka,2025-07-22 12:00:00
RV001937,BK103743,2025-07-19,4.9,Positive,,Post-stay survey,2025-07-19 12:00:00
RV001938,BK103744,2025-07-25,4.1,Neutral,Breakfast queue,Traveloka,2025-07-25 12:00:00
RV001939,BK103745,2025-07-24,4.2,Neutral,Breakfast queue,Agoda,2025-07-24 12:00:00
RV001940,BK103747,2025-07-21,4.1,Neutral,,Agoda,2025-07-21 12:00:00
RV001941,BK103748,2025-07-23,4.6,Positive,,Agoda,2025-07-23 12:00:00
RV001942,BK103749,2025-07-20,3.9,Negative,Check-in waiting time,Agoda,2025-07-20 12:00:00
RV001943,BK103751,2025-07-24,4.6,Positive,,Agoda,2025-07-24 12:00:00
RV001944,BK103756,2025-07-24,4.7,Positive,,Post-stay survey,2025-07-24 12:00:00
RV001945,BK103760,2025-07-25,3.9,Negative,Room cleaning delay,Booking.com,2025-07-25 12:00:00
RV001946,BK103761,2025-07-24,3.8,Negative,Room cleaning delay,Post-stay survey,2025-07-24 12:00:00
RV001947,BK103762,2025-07-21,4.3,Neutral,Room view expectation,Post-stay survey,2025-07-21 12:00:00
RV001948,BK103763,2025-07-24,4.4,Neutral,,Post-stay survey,2025-07-24 12:00:00
RV001949,BK103764,2025-07-22,4.3,Neutral,,Agoda,2025-07-22 12:00:00
RV001950,BK103766,2025-07-26,4.3,Neutral,,Agoda,2025-07-26 12:00:00
RV001951,BK103767,2025-07-24,4.7,Positive,,Agoda,2025-07-24 12:00:00
RV001952,BK103768,2025-07-20,4.7,Positive,,Post-stay survey,2025-07-20 12:00:00
RV001953,BK103772,2025-07-23,4.1,Neutral,Breakfast queue,Post-stay survey,2025-07-23 12:00:00
RV001954,BK103774,2025-07-24,4.3,Neutral,Elevator wait,Agoda,2025-07-24 12:00:00
RV001955,BK103776,2025-07-22,4.5,Positive,,Booking.com,2025-07-22 12:00:00
RV001956,BK103777,2025-07-24,4.4,Neutral,Breakfast queue,Booking.com,2025-07-24 12:00:00
RV001957,BK103780,2025-07-26,3.5,Negative,OTA price mismatch,Agoda,2025-07-26 12:00:00
RV001958,BK103781,2025-07-25,4.9,Positive,,Agoda,2025-07-25 12:00:00
RV001959,BK103783,2025-07-26,4.9,Positive,,Post-stay survey,2025-07-26 12:00:00
RV001960,BK103786,2025-07-22,4.9,Positive,,Post-stay survey,2025-07-22 12:00:00
RV001961,BK103787,2025-07-23,4.1,Neutral,Room view expectation,Post-stay survey,2025-07-23 12:00:00
RV001962,BK103788,2025-07-25,4.8,Positive,,Traveloka,2025-07-25 12:00:00
RV001963,BK103790,2025-07-20,4.2,Neutral,Room view expectation,Other OTA,2025-07-20 12:00:00
RV001964,BK103791,2025-07-22,4.3,Neutral,Elevator wait,Booking.com,2025-07-22 12:00:00
RV001965,BK103792,2025-07-24,4.1,Neutral,Breakfast queue,Post-stay survey,2025-07-24 12:00:00
RV001966,BK103793,2025-07-23,4.2,Neutral,,Agoda,2025-07-23 12:00:00
RV001967,BK103794,2025-07-22,4.5,Positive,,Booking.com,2025-07-22 12:00:00
RV001968,BK103795,2025-07-24,3.9,Negative,Room cleaning delay,Post-stay survey,2025-07-24 12:00:00
RV001969,BK103797,2025-07-24,4.3,Neutral,,Agoda,2025-07-24 12:00:00
RV001970,BK103798,2025-07-22,3.6,Negative,Air-conditioner issue,Agoda,2025-07-22 12:00:00
RV001971,BK103801,2025-07-26,4.5,Positive,,Agoda,2025-07-26 12:00:00
RV001972,BK103802,2025-07-28,4.4,Neutral,,Post-stay survey,2025-07-28 12:00:00
RV001973,BK103807,2025-07-26,4.6,Positive,,Post-stay survey,2025-07-26 12:00:00
RV001974,BK103812,2025-07-19,4.9,Positive,,Agoda,2025-07-19 12:00:00
RV001975,BK103813,2025-07-25,4.5,Positive,,Agoda,2025-07-25 12:00:00
RV001976,BK103814,2025-07-24,4.6,Positive,,Post-stay survey,2025-07-24 12:00:00
RV001977,BK103816,2025-07-26,4.5,Positive,,Post-stay survey,2025-07-26 12:00:00
RV001978,BK103817,2025-07-25,4.1,Neutral,Elevator wait,Booking.com,2025-07-25 12:00:00
RV001979,BK103820,2025-07-22,4.7,Positive,,Post-stay survey,2025-07-22 12:00:00
RV001980,BK103821,2025-07-19,4.8,Positive,,Agoda,2025-07-19 12:00:00
RV001981,BK103822,2025-07-23,3.9,Negative,Noise,Booking.com,2025-07-23 12:00:00
RV001982,BK103823,2025-07-21,4.2,Neutral,Breakfast queue,Agoda,2025-07-21 12:00:00
RV001983,BK103824,2025-07-24,4.4,Neutral,Breakfast queue,Agoda,2025-07-24 12:00:00
RV001984,BK103829,2025-07-21,5.0,Positive,,Post-stay survey,2025-07-21 12:00:00
RV001985,BK103830,2025-07-23,4.2,Neutral,Breakfast queue,Agoda,2025-07-23 12:00:00
RV001986,BK103832,2025-07-20,4.9,Positive,,Booking.com,2025-07-20 12:00:00
RV001987,BK103833,2025-07-21,4.0,Neutral,Elevator wait,Traveloka,2025-07-21 12:00:00
RV001988,BK103834,2025-07-23,4.4,Neutral,Room view expectation,Post-stay survey,2025-07-23 12:00:00
RV001989,BK103836,2025-07-27,4.9,Positive,,Post-stay survey,2025-07-27 12:00:00
RV001990,BK103837,2025-07-29,4.8,Positive,,Post-stay survey,2025-07-29 12:00:00
RV001991,BK103838,2025-07-25,4.3,Neutral,Room view expectation,Traveloka,2025-07-25 12:00:00
RV001992,BK103839,2025-07-26,4.2,Neutral,Elevator wait,Traveloka,2025-07-26 12:00:00
RV001993,BK103841,2025-07-24,4.4,Neutral,,Post-stay survey,2025-07-24 12:00:00
RV001994,BK103842,2025-07-24,4.6,Positive,,Agoda,2025-07-24 12:00:00
RV001995,BK103843,2025-07-25,3.6,Negative,Room cleaning delay,Booking.com,2025-07-25 12:00:00
RV001996,BK103849,2025-07-27,4.6,Positive,,Booking.com,2025-07-27 12:00:00
RV001997,BK103850,2025-07-22,4.9,Positive,,Agoda,2025-07-22 12:00:00
RV001998,BK103851,2025-07-21,4.5,Positive,,Booking.com,2025-07-21 12:00:00
RV001999,BK103852,2025-07-26,4.6,Positive,,Post-stay survey,2025-07-26 12:00:00
RV002000,BK103854,2025-07-21,4.2,Neutral,,Agoda,2025-07-21 12:00:00
RV002001,BK103855,2025-07-25,4.5,Positive,,Booking.com,2025-07-25 12:00:00
RV002002,BK103856,2025-07-27,4.4,Neutral,Room view expectation,Traveloka,2025-07-27 12:00:00
RV002003,BK103857,2025-07-23,4.4,Neutral,Room view expectation,Agoda,2025-07-23 12:00:00
RV002004,BK103860,2025-07-22,4.5,Positive,,Post-stay survey,2025-07-22 12:00:00
RV002005,BK103861,2025-07-25,4.3,Neutral,Room view expectation,Post-stay survey,2025-07-25 12:00:00
RV002006,BK103862,2025-07-23,4.6,Positive,,Post-stay survey,2025-07-23 12:00:00
RV002007,BK103863,2025-07-26,4.3,Neutral,Breakfast queue,Traveloka,2025-07-26 12:00:00
RV002008,BK103867,2025-07-27,4.0,Neutral,Room view expectation,Agoda,2025-07-27 12:00:00
RV002009,BK103869,2025-07-23,4.5,Positive,,Post-stay survey,2025-07-23 12:00:00
RV002010,BK103872,2025-07-26,4.5,Positive,,Traveloka,2025-07-26 12:00:00
RV002011,BK103875,2025-07-22,4.2,Neutral,Elevator wait,Post-stay survey,2025-07-22 12:00:00
RV002012,BK103877,2025-07-23,4.4,Neutral,Elevator wait,Agoda,2025-07-23 12:00:00
RV002013,BK103878,2025-07-26,4.5,Positive,,Post-stay survey,2025-07-26 12:00:00
RV002014,BK103880,2025-07-27,4.1,Neutral,Elevator wait,Post-stay survey,2025-07-27 12:00:00
RV002015,BK103882,2025-07-24,4.5,Positive,,Traveloka,2025-07-24 12:00:00
RV002016,BK103883,2025-07-22,4.4,Neutral,Elevator wait,Post-stay survey,2025-07-22 12:00:00
RV002017,BK103887,2025-07-23,4.3,Neutral,,Booking.com,2025-07-23 12:00:00
RV002018,BK103888,2025-07-26,4.4,Neutral,Room view expectation,Traveloka,2025-07-26 12:00:00
RV002019,BK103889,2025-07-24,4.0,Neutral,Room view expectation,Other OTA,2025-07-24 12:00:00
RV002020,BK103890,2025-07-27,4.1,Neutral,Breakfast queue,Agoda,2025-07-27 12:00:00
RV002021,BK103892,2025-07-22,4.5,Positive,,Booking.com,2025-07-22 12:00:00
RV002022,BK103894,2025-07-23,3.9,Negative,Check-in waiting time,Booking.com,2025-07-23 12:00:00
RV002023,BK103896,2025-07-27,3.9,Negative,Check-in waiting time,Post-stay survey,2025-07-27 12:00:00
RV002024,BK103897,2025-07-25,3.7,Negative,Room cleaning delay,Agoda,2025-07-25 12:00:00
RV002025,BK103900,2025-07-26,4.1,Neutral,Room view expectation,Agoda,2025-07-26 12:00:00
RV002026,BK103901,2025-07-26,4.1,Neutral,Breakfast queue,Booking.com,2025-07-26 12:00:00
RV002027,BK103902,2025-07-24,4.2,Neutral,,Booking.com,2025-07-24 12:00:00
RV002028,BK103904,2025-07-22,4.9,Positive,,Agoda,2025-07-22 12:00:00
RV002029,BK103909,2025-07-26,4.4,Neutral,Elevator wait,Traveloka,2025-07-26 12:00:00
RV002030,BK103915,2025-07-27,4.5,Positive,,Booking.com,2025-07-27 12:00:00
RV002031,BK103916,2025-07-26,4.2,Neutral,Elevator wait,Booking.com,2025-07-26 12:00:00
RV002032,BK103917,2025-07-29,4.5,Positive,,Booking.com,2025-07-29 12:00:00
RV002033,BK103919,2025-07-28,4.6,Positive,,Post-stay survey,2025-07-28 12:00:00
RV002034,BK103921,2025-07-25,4.2,Neutral,Elevator wait,Traveloka,2025-07-25 12:00:00
RV002035,BK103924,2025-07-21,3.7,Negative,Air-conditioner issue,Agoda,2025-07-21 12:00:00
RV002036,BK103925,2025-07-26,4.2,Neutral,Room view expectation,Post-stay survey,2025-07-26 12:00:00
RV002037,BK103927,2025-07-24,3.9,Negative,Check-in waiting time,Post-stay survey,2025-07-24 12:00:00
RV002038,BK103933,2025-07-24,4.3,Neutral,,Booking.com,2025-07-24 12:00:00
RV002039,BK103934,2025-07-26,4.4,Neutral,Breakfast queue,Agoda,2025-07-26 12:00:00
RV002040,BK103935,2025-07-23,4.5,Positive,,Post-stay survey,2025-07-23 12:00:00
RV002041,BK103936,2025-07-28,3.9,Negative,Room cleaning delay,Agoda,2025-07-28 12:00:00
RV002042,BK103937,2025-07-24,4.5,Positive,,Agoda,2025-07-24 12:00:00
RV002043,BK103939,2025-07-26,4.8,Positive,,Booking.com,2025-07-26 12:00:00
RV002044,BK103940,2025-07-27,4.3,Neutral,Elevator wait,Post-stay survey,2025-07-27 12:00:00
RV002045,BK103943,2025-07-28,4.2,Neutral,Breakfast queue,Booking.com,2025-07-28 12:00:00
RV002046,BK103944,2025-07-27,4.2,Neutral,Elevator wait,Traveloka,2025-07-27 12:00:00
RV002047,BK103945,2025-07-26,4.7,Positive,,Post-stay survey,2025-07-26 12:00:00
RV002048,BK103948,2025-07-23,4.2,Neutral,,Traveloka,2025-07-23 12:00:00
RV002049,BK103949,2025-07-25,4.8,Positive,,Post-stay survey,2025-07-25 12:00:00
RV002050,BK103950,2025-07-23,4.4,Neutral,Room view expectation,Traveloka,2025-07-23 12:00:00
RV002051,BK103951,2025-07-26,4.5,Positive,,Agoda,2025-07-26 12:00:00
RV002052,BK103952,2025-07-23,4.1,Neutral,Elevator wait,Agoda,2025-07-23 12:00:00
RV002053,BK103953,2025-07-27,4.3,Neutral,,Post-stay survey,2025-07-27 12:00:00
RV002054,BK103954,2025-07-22,4.6,Positive,,Post-stay survey,2025-07-22 12:00:00
RV002055,BK103956,2025-07-25,3.8,Negative,Room cleaning delay,Booking.com,2025-07-25 12:00:00
RV002056,BK103958,2025-07-23,4.6,Positive,,Booking.com,2025-07-23 12:00:00
RV002057,BK103959,2025-07-25,4.1,Neutral,Room view expectation,Booking.com,2025-07-25 12:00:00
RV002058,BK103960,2025-07-22,4.1,Neutral,Breakfast queue,Traveloka,2025-07-22 12:00:00
RV002059,BK103961,2025-07-22,3.8,Negative,Room cleaning delay,Post-stay survey,2025-07-22 12:00:00
RV002060,BK103967,2025-07-25,4.2,Neutral,Room view expectation,Agoda,2025-07-25 12:00:00
RV002061,BK103968,2025-07-24,4.3,Neutral,Breakfast queue,Post-stay survey,2025-07-24 12:00:00
RV002062,BK103973,2025-07-24,3.6,Negative,Room cleaning delay,Other OTA,2025-07-24 12:00:00
RV002063,BK103974,2025-07-24,4.6,Positive,,Post-stay survey,2025-07-24 12:00:00
RV002064,BK103975,2025-07-28,4.6,Positive,,Post-stay survey,2025-07-28 12:00:00
RV002065,BK103976,2025-07-22,4.4,Neutral,,Agoda,2025-07-22 12:00:00
RV002066,BK103979,2025-07-26,4.2,Neutral,Elevator wait,Post-stay survey,2025-07-26 12:00:00
RV002067,BK103981,2025-07-25,3.8,Negative,Check-in waiting time,Agoda,2025-07-25 12:00:00
RV002068,BK103982,2025-07-27,3.7,Negative,Check-in waiting time,Booking.com,2025-07-27 12:00:00
RV002069,BK103988,2025-07-29,4.3,Neutral,Elevator wait,Agoda,2025-07-29 12:00:00
RV002070,BK103991,2025-07-25,3.8,Negative,Check-in waiting time,Agoda,2025-07-25 12:00:00
RV002071,BK103992,2025-07-21,4.4,Neutral,,Booking.com,2025-07-21 12:00:00
RV002072,BK103997,2025-07-29,4.5,Positive,,Booking.com,2025-07-29 12:00:00
RV002073,BK104000,2025-07-25,4.6,Positive,,Booking.com,2025-07-25 12:00:00
RV002074,BK104001,2025-07-29,4.0,Neutral,Room view expectation,Agoda,2025-07-29 12:00:00
RV002075,BK104002,2025-07-24,4.5,Positive,,Booking.com,2025-07-24 12:00:00
RV002076,BK104004,2025-07-24,4.0,Neutral,Elevator wait,Agoda,2025-07-24 12:00:00
RV002077,BK104008,2025-07-29,4.6,Positive,,Traveloka,2025-07-29 12:00:00
RV002078,BK104009,2025-07-30,4.4,Neutral,,Traveloka,2025-07-30 12:00:00
RV002079,BK104010,2025-07-27,4.7,Positive,,Booking.com,2025-07-27 12:00:00
RV002080,BK104013,2025-07-23,4.7,Positive,,Post-stay survey,2025-07-23 12:00:00
RV002081,BK104015,2025-07-28,3.8,Negative,Air-conditioner issue,Post-stay survey,2025-07-28 12:00:00
RV002082,BK104016,2025-07-27,4.0,Neutral,Breakfast queue,Post-stay survey,2025-07-27 12:00:00
RV002083,BK104021,2025-07-24,4.5,Positive,,Agoda,2025-07-24 12:00:00
RV002084,BK104022,2025-07-27,4.8,Positive,,Post-stay survey,2025-07-27 12:00:00
RV002085,BK104023,2025-07-25,3.8,Negative,Check-in waiting time,Post-stay survey,2025-07-25 12:00:00
RV002086,BK104026,2025-07-29,4.2,Neutral,,Agoda,2025-07-29 12:00:00
RV002087,BK104027,2025-07-28,4.0,Neutral,Breakfast queue,Traveloka,2025-07-28 12:00:00
RV002088,BK104030,2025-07-23,4.1,Neutral,,Traveloka,2025-07-23 12:00:00
RV002089,BK104031,2025-07-28,4.2,Neutral,Breakfast queue,Booking.com,2025-07-28 12:00:00
RV002090,BK104032,2025-07-29,4.3,Neutral,,Post-stay survey,2025-07-29 12:00:00
RV002091,BK104034,2025-07-24,5.0,Positive,,Agoda,2025-07-24 12:00:00
RV002092,BK104040,2025-07-25,4.4,Neutral,Room view expectation,Other OTA,2025-07-25 12:00:00
RV002093,BK104042,2025-07-22,4.1,Neutral,Breakfast queue,Booking.com,2025-07-22 12:00:00
RV002094,BK104043,2025-07-24,3.8,Negative,Check-in waiting time,Booking.com,2025-07-24 12:00:00
RV002095,BK104044,2025-07-23,4.6,Positive,,Post-stay survey,2025-07-23 12:00:00
RV002096,BK104045,2025-07-28,4.3,Neutral,Room view expectation,Traveloka,2025-07-28 12:00:00
RV002097,BK104046,2025-07-28,4.1,Neutral,Room view expectation,Post-stay survey,2025-07-28 12:00:00
RV002098,BK104047,2025-07-23,4.3,Neutral,Elevator wait,Post-stay survey,2025-07-23 12:00:00
RV002099,BK104048,2025-07-24,3.9,Negative,Check-in waiting time,Post-stay survey,2025-07-24 12:00:00
RV002100,BK104050,2025-07-25,4.8,Positive,,Post-stay survey,2025-07-25 12:00:00
RV002101,BK104052,2025-07-28,4.7,Positive,,Post-stay survey,2025-07-28 12:00:00
RV002102,BK104055,2025-07-24,4.1,Neutral,,Booking.com,2025-07-24 12:00:00
RV002103,BK104057,2025-07-23,4.0,Neutral,,Traveloka,2025-07-23 12:00:00
RV002104,BK104060,2025-07-26,4.4,Neutral,,Booking.com,2025-07-26 12:00:00
RV002105,BK104063,2025-07-31,4.0,Neutral,,Post-stay survey,2025-07-31 12:00:00
RV002106,BK104064,2025-07-29,5.0,Positive,,Post-stay survey,2025-07-29 12:00:00
RV002107,BK104065,2025-07-25,4.5,Positive,,Agoda,2025-07-25 12:00:00
RV002108,BK104066,2025-07-27,4.7,Positive,,Agoda,2025-07-27 12:00:00
RV002109,BK104068,2025-07-29,4.6,Positive,,Booking.com,2025-07-29 12:00:00
RV002110,BK104069,2025-07-29,4.5,Positive,,Agoda,2025-07-29 12:00:00
RV002111,BK104070,2025-07-29,4.1,Neutral,Breakfast queue,Booking.com,2025-07-29 12:00:00
RV002112,BK104071,2025-07-28,3.8,Negative,Air-conditioner issue,Post-stay survey,2025-07-28 12:00:00
RV002113,BK104073,2025-07-28,4.3,Neutral,Elevator wait,Booking.com,2025-07-28 12:00:00
RV002114,BK104079,2025-07-30,4.9,Positive,,Post-stay survey,2025-07-30 12:00:00
RV002115,BK104081,2025-07-28,4.2,Neutral,,Booking.com,2025-07-28 12:00:00
RV002116,BK104082,2025-07-26,4.7,Positive,,Post-stay survey,2025-07-26 12:00:00
RV002117,BK104084,2025-07-29,4.5,Positive,,Post-stay survey,2025-07-29 12:00:00
RV002118,BK104085,2025-07-29,4.5,Positive,,Agoda,2025-07-29 12:00:00
RV002119,BK104088,2025-07-26,4.6,Positive,,Booking.com,2025-07-26 12:00:00
RV002120,BK104091,2025-07-28,4.1,Neutral,Breakfast queue,Booking.com,2025-07-28 12:00:00
RV002121,BK104092,2025-07-23,4.1,Neutral,Room view expectation,Agoda,2025-07-23 12:00:00
RV002122,BK104097,2025-07-24,4.2,Neutral,Elevator wait,Booking.com,2025-07-24 12:00:00
RV002123,BK104098,2025-07-24,4.3,Neutral,,Booking.com,2025-07-24 12:00:00
RV002124,BK104100,2025-07-26,4.1,Neutral,Elevator wait,Post-stay survey,2025-07-26 12:00:00
RV002125,BK104104,2025-07-27,4.5,Positive,,Agoda,2025-07-27 12:00:00
RV002126,BK104108,2025-07-29,4.3,Neutral,Breakfast queue,Post-stay survey,2025-07-29 12:00:00
RV002127,BK104109,2025-07-26,4.6,Positive,,Post-stay survey,2025-07-26 12:00:00
RV002128,BK104111,2025-07-26,4.3,Neutral,,Booking.com,2025-07-26 12:00:00
RV002129,BK104112,2025-07-24,4.8,Positive,,Booking.com,2025-07-24 12:00:00
RV002130,BK104113,2025-07-27,4.8,Positive,,Agoda,2025-07-27 12:00:00
RV002131,BK104115,2025-07-27,4.4,Neutral,Room view expectation,Other OTA,2025-07-27 12:00:00
RV002132,BK104116,2025-07-26,4.8,Positive,,Traveloka,2025-07-26 12:00:00
RV002133,BK104117,2025-07-26,4.4,Neutral,Elevator wait,Post-stay survey,2025-07-26 12:00:00
RV002134,BK104120,2025-07-25,4.6,Positive,,Post-stay survey,2025-07-25 12:00:00
RV002135,BK104122,2025-07-24,5.0,Positive,,Post-stay survey,2025-07-24 12:00:00
RV002136,BK104123,2025-07-26,4.5,Positive,,Agoda,2025-07-26 12:00:00
RV002137,BK104124,2025-07-28,4.5,Positive,,Booking.com,2025-07-28 12:00:00
RV002138,BK104125,2025-07-28,4.3,Neutral,Elevator wait,Post-stay survey,2025-07-28 12:00:00
RV002139,BK104126,2025-07-25,4.2,Neutral,Elevator wait,Post-stay survey,2025-07-25 12:00:00
RV002140,BK104133,2025-07-26,4.0,Neutral,Room view expectation,Traveloka,2025-07-26 12:00:00
RV002141,BK104134,2025-07-28,4.5,Positive,,Post-stay survey,2025-07-28 12:00:00
RV002142,BK104140,2025-07-29,4.3,Neutral,,Post-stay survey,2025-07-29 12:00:00
RV002143,BK104142,2025-07-24,4.0,Neutral,Room view expectation,Post-stay survey,2025-07-24 12:00:00
RV002144,BK104147,2025-07-24,4.6,Positive,,Agoda,2025-07-24 12:00:00
RV002145,BK104149,2025-07-26,4.4,Neutral,Breakfast queue,Booking.com,2025-07-26 12:00:00
RV002146,BK104152,2025-07-31,4.6,Positive,,Traveloka,2025-07-31 12:00:00
RV002147,BK104154,2025-07-24,4.4,Neutral,Elevator wait,Agoda,2025-07-24 12:00:00
RV002148,BK104156,2025-07-29,4.5,Positive,,Agoda,2025-07-29 12:00:00
RV002149,BK104157,2025-07-27,4.4,Neutral,,Booking.com,2025-07-27 12:00:00
RV002150,BK104163,2025-07-29,4.2,Neutral,Elevator wait,Agoda,2025-07-29 12:00:00
RV002151,BK104166,2025-07-28,4.8,Positive,,Post-stay survey,2025-07-28 12:00:00
RV002152,BK104169,2025-07-29,4.1,Neutral,Elevator wait,Agoda,2025-07-29 12:00:00
RV002153,BK104171,2025-07-24,5.0,Positive,,Traveloka,2025-07-24 12:00:00
RV002154,BK104173,2025-07-25,4.8,Positive,,Agoda,2025-07-25 12:00:00
RV002155,BK104174,2025-08-04,4.3,Neutral,Room view expectation,Post-stay survey,2025-08-04 12:00:00
RV002156,BK104175,2025-08-01,4.8,Positive,,Post-stay survey,2025-08-01 12:00:00
RV002157,BK104179,2025-07-27,4.9,Positive,,Traveloka,2025-07-27 12:00:00
RV002158,BK104181,2025-07-30,3.8,Negative,Noise,Post-stay survey,2025-07-30 12:00:00
RV002159,BK104182,2025-07-27,4.4,Neutral,Elevator wait,Post-stay survey,2025-07-27 12:00:00
RV002160,BK104184,2025-07-31,4.0,Neutral,Breakfast queue,Post-stay survey,2025-07-31 12:00:00
RV002161,BK104185,2025-07-25,4.3,Neutral,Breakfast queue,Post-stay survey,2025-07-25 12:00:00
RV002162,BK104186,2025-07-31,4.4,Neutral,,Booking.com,2025-07-31 12:00:00
RV002163,BK104191,2025-07-31,4.9,Positive,,Post-stay survey,2025-07-31 12:00:00
RV002164,BK104192,2025-07-31,4.0,Neutral,Elevator wait,Agoda,2025-07-31 12:00:00
RV002165,BK104194,2025-07-26,5.0,Positive,,Post-stay survey,2025-07-26 12:00:00
RV002166,BK104196,2025-07-30,4.9,Positive,,Post-stay survey,2025-07-30 12:00:00
RV002167,BK104197,2025-07-29,4.5,Positive,,Booking.com,2025-07-29 12:00:00
RV002168,BK104198,2025-07-30,4.8,Positive,,Agoda,2025-07-30 12:00:00
RV002169,BK104199,2025-07-30,4.0,Neutral,,Agoda,2025-07-30 12:00:00
RV002170,BK104200,2025-07-29,4.5,Positive,,Traveloka,2025-07-29 12:00:00
RV002171,BK104202,2025-07-26,4.5,Positive,,Traveloka,2025-07-26 12:00:00
RV002172,BK104203,2025-07-27,4.6,Positive,,Post-stay survey,2025-07-27 12:00:00
RV002173,BK104204,2025-07-30,5.0,Positive,,Agoda,2025-07-30 12:00:00
RV002174,BK104205,2025-07-26,4.7,Positive,,Agoda,2025-07-26 12:00:00
