booking_id,customer_id,booking_date,checkin_date,checkout_date,stay_nights,room_type_id,channel_id,segment_id,promotion_id,adults,children,lead_time_days,booking_status,cancellation_date,cancellation_reason,listed_room_revenue,gross_room_revenue,commission_amount,promotion_cost,breakfast_cost,housekeeping_cost,utilities_cost,room_amenity_cost,net_room_revenue,contribution_profit,payment_currency,created_at,updated_at
BK105122,C589360,2025-06-14,2025-08-02,2025-08-04,2,3,2,9,2,2,0,49,CONFIRMED,,,5210000,4590000,918000,434000,460000,381600,446400,216000,3672000,1734000,VND,2025-06-14 10:20:00,2025-06-14 10:54:00
BK105123,C513918,2025-06-20,2025-08-02,2025-08-04,2,3,6,6,0,3,0,43,CONFIRMED,,,5260000,5260000,0,0,690000,381600,446400,272000,5260000,3470000,VND,2025-06-20 10:34:00,2025-06-20 10:15:00
BK105124,C553416,2025-06-07,2025-08-02,2025-08-05,3,3,7,3,0,3,0,56,CONFIRMED,,,6830000,6830000,683000,0,0,572400,614600,408000,6147000,4552000,VND,2025-06-07 10:04:00,2025-06-07 10:34:00
BK105125,C557483,2025-06-22,2025-08-02,2025-08-03,1,3,4,8,2,1,0,41,CONFIRMED,,,2830000,2490000,423300,238000,115000,190800,223200,80000,2066700,1219700,VND,2025-06-22 10:27:00,2025-06-22 10:09:00
BK105126,C554273,2025-06-29,2025-08-02,2025-08-03,1,3,3,1,2,2,0,34,CONFIRMED,,,2850000,2500000,375000,245000,230000,190800,223200,108000,2125000,1128000,VND,2025-06-29 10:28:00,2025-06-29 10:49:00
BK105127,C577897,2025-07-07,2025-08-02,2025-08-04,2,3,5,2,0,2,1,26,CONFIRMED,,,5240000,5240000,0,0,610000,381600,446400,272000,5240000,3530000,VND,2025-07-07 10:45:00,2025-07-07 10:47:00
BK105128,C578696,2025-05-29,2025-08-02,2025-08-07,5,3,2,9,0,2,0,65,CONFIRMED,,,12180000,12180000,2436000,0,1150000,954000,951000,540000,9744000,6149000,VND,2025-05-29 10:33:00,2025-05-29 10:38:00
BK105129,C588513,2025-07-13,2025-08-02,2025-08-03,1,3,3,1,2,2,0,20,CONFIRMED,,,2830000,2490000,373500,238000,230000,190800,223200,108000,2116500,1126500,VND,2025-07-13 10:57:00,2025-07-13 10:54:00
BK105130,C557711,2025-04-18,2025-08-02,2025-08-04,2,3,7,9,5,2,0,106,CONFIRMED,,,4600000,4280000,428000,320000,0,381600,446400,216000,3852000,2488000,VND,2025-04-18 10:03:00,2025-04-18 10:01:00
BK105131,C564448,2025-07-25,2025-08-02,2025-08-03,1,3,5,2,0,2,1,8,CONFIRMED,,,2780000,2780000,0,0,305000,190800,223200,136000,2780000,1925000,VND,2025-07-25 10:17:00,2025-07-25 10:42:00
BK105132,C568563,2025-06-16,2025-08-02,2025-08-05,3,4,7,9,0,2,0,47,CONFIRMED,,,7260000,7260000,726000,0,0,561000,599000,399000,6534000,4975000,VND,2025-06-16 10:20:00,2025-06-16 10:50:00
BK105133,C573319,2025-05-17,2025-08-02,2025-08-03,1,4,7,1,0,2,0,77,CONFIRMED,,,2460000,2460000,246000,0,0,187000,218000,133000,2214000,1676000,VND,2025-05-17 10:32:00,2025-05-17 10:51:00
BK105134,C545574,2025-06-01,2025-08-02,2025-08-04,2,4,5,6,1,2,0,62,CONFIRMED,,,5390000,4960000,0,430000,460000,374000,436000,266000,4960000,2994000,VND,2025-06-01 10:50:00,2025-06-01 10:35:00
BK105135,C516312,2025-07-07,2025-08-02,2025-08-03,1,4,2,1,0,2,0,26,CONFIRMED,,,2990000,2990000,598000,0,230000,187000,218000,133000,2392000,1624000,VND,2025-07-07 10:52:00,2025-07-07 10:11:00
BK105136,C535478,2025-06-05,2025-08-02,2025-08-03,1,4,7,1,5,2,0,58,CONFIRMED,,,2500000,2330000,233000,170000,0,187000,218000,133000,2097000,1389000,VND,2025-06-05 10:57:00,2025-06-05 10:07:00
BK105137,C543112,2025-05-12,2025-08-02,2025-08-07,5,4,7,7,5,2,0,82,CONFIRMED,,,11790000,10970000,1097000,820000,0,935000,925000,665000,9873000,6528000,VND,2025-05-12 10:58:00,2025-05-12 10:19:00
BK105138,C561371,2025-06-17,2025-08-02,2025-08-04,2,4,7,3,0,2,0,46,CONFIRMED,,,5060000,5060000,506000,0,0,374000,436000,266000,4554000,3478000,VND,2025-06-17 10:00:00,2025-06-17 10:00:00
BK105139,C583054,2025-06-25,2025-08-02,2025-08-04,2,4,4,1,0,2,0,38,CONFIRMED,,,5940000,5940000,1009800,0,460000,374000,436000,266000,4930200,3394200,VND,2025-06-25 10:20:00,2025-06-25 10:25:00
BK105140,C546121,2025-05-17,2025-08-02,2025-08-04,2,4,2,9,2,2,0,77,CONFIRMED,,,5710000,5020000,1004000,483000,460000,374000,436000,266000,4016000,1997000,VND,2025-05-17 10:19:00,2025-05-17 10:17:00
BK105141,C524888,2025-06-04,2025-08-02,2025-08-08,6,4,2,7,0,2,0,59,CONFIRMED,,,15830000,15830000,3166000,0,1380000,1122000,1088000,798000,12664000,8276000,VND,2025-06-04 10:16:00,2025-06-04 10:38:00
BK105142,C566615,2025-06-07,2025-08-02,2025-08-05,3,4,2,9,0,2,0,56,CONFIRMED,,,8130000,8130000,1626000,0,690000,561000,599000,399000,6504000,4255000,VND,2025-06-07 10:28:00,2025-06-07 10:28:00
BK105143,C529911,2025-07-01,2025-08-02,2025-08-03,1,4,5,1,0,2,0,32,CONFIRMED,,,2760000,2760000,0,0,230000,187000,218000,133000,2760000,1992000,VND,2025-07-01 10:15:00,2025-07-01 10:12:00
BK105144,C585614,2025-07-06,2025-08-02,2025-08-03,1,4,2,1,2,2,0,27,CONFIRMED,,,2910000,2560000,512000,245000,230000,187000,218000,133000,2048000,1035000,VND,2025-07-06 10:52:00,2025-07-06 10:36:00
BK105145,C506546,2025-06-30,2025-08-02,2025-08-03,1,4,2,2,2,2,0,33,CONFIRMED,,,3000000,2640000,528000,252000,230000,187000,218000,133000,2112000,1092000,VND,2025-06-30 10:31:00,2025-06-30 10:03:00
BK105146,C503244,2025-06-23,2025-08-02,2025-08-04,2,4,5,5,0,2,0,40,CONFIRMED,,,5690000,5690000,0,0,460000,374000,436000,266000,5690000,4154000,VND,2025-06-23 10:44:00,2025-06-23 10:47:00
BK105147,C555288,2025-05-07,2025-08-02,2025-08-03,1,5,7,1,5,2,0,87,CONFIRMED,,,3080000,2860000,286000,220000,230000,215500,257000,133000,2574000,1518500,VND,2025-05-07 10:03:00,2025-05-07 10:35:00
BK105148,C537140,2025-07-08,2025-08-02,2025-08-04,2,5,2,5,0,2,0,25,CONFIRMED,,,7530000,7530000,1506000,0,460000,431000,514000,266000,6024000,4353000,VND,2025-07-08 10:06:00,2025-07-08 10:29:00
BK105149,C548010,2025-08-01,2025-08-02,2025-08-05,3,5,6,4,1,1,0,1,CONFIRMED,,,11290000,10380000,0,910000,345000,646500,716000,315000,10380000,7447500,VND,2025-08-01 10:07:00,2025-08-01 10:20:00
BK105150,C540317,2025-05-25,2025-08-02,2025-08-05,3,5,7,5,4,2,0,69,CONFIRMED,,,8980000,8090000,809000,890000,690000,646500,716000,399000,7281000,3939500,VND,2025-05-25 10:01:00,2025-05-25 10:39:00
BK105151,C540262,2025-07-02,2025-08-02,2025-08-06,4,5,5,2,4,2,0,31,CONFIRMED,,,13740000,12370000,0,1370000,920000,862000,918000,532000,12370000,7768000,VND,2025-07-02 10:28:00,2025-07-02 10:08:00
BK105152,C548846,2025-06-20,2025-08-02,2025-08-06,4,5,1,7,4,2,0,43,CONFIRMED,,,14160000,12760000,2296800,1400000,920000,862000,918000,532000,10463200,5831200,VND,2025-06-20 10:12:00,2025-06-20 10:12:00
BK105153,C588074,2025-06-22,2025-08-02,2025-08-05,3,5,7,9,5,2,0,41,CONFIRMED,,,9590000,8920000,892000,670000,690000,646500,716000,399000,8028000,4906500,VND,2025-06-22 10:37:00,2025-06-22 10:54:00
BK105154,C522047,2025-06-06,2025-08-02,2025-08-04,2,5,7,5,0,2,0,57,CONFIRMED,,,6240000,6240000,624000,0,460000,431000,514000,266000,5616000,3945000,VND,2025-06-06 10:16:00,2025-06-06 10:31:00
BK105155,C584546,2025-07-11,2025-08-02,2025-08-04,2,6,2,2,3,2,0,22,CONFIRMED,,,9700000,9220000,1844000,480000,460000,450000,540000,266000,7376000,5180000,VND,2025-07-11 10:17:00,2025-07-11 10:36:00
BK105156,C526692,2025-07-10,2025-08-02,2025-08-04,2,6,1,2,0,2,0,23,CONFIRMED,,,9620000,9620000,1731600,0,460000,450000,540000,266000,7888400,6172400,VND,2025-07-10 10:21:00,2025-07-10 10:33:00
BK105157,C548697,2025-07-03,2025-08-02,2025-08-05,3,6,4,6,0,2,0,30,CONFIRMED,,,13650000,13650000,2320500,0,690000,675000,755000,399000,11329500,8810500,VND,2025-07-03 10:55:00,2025-07-03 10:07:00
BK105158,C563608,2025-06-03,2025-08-02,2025-08-04,2,7,1,5,0,2,0,60,CONFIRMED,,,11200000,11200000,2016000,0,460000,520000,540000,216000,9184000,7448000,VND,2025-06-03 10:27:00,2025-06-03 10:24:00
BK105159,C561945,2025-04-24,2025-08-02,2025-08-04,2,7,1,9,2,2,0,100,CONFIRMED,,,11140000,9800000,1764000,938000,460000,520000,540000,216000,8036000,5362000,VND,2025-04-24 10:11:00,2025-04-24 10:47:00
BK105160,C550133,2025-06-20,2025-08-02,2025-08-03,1,8,5,2,3,3,0,43,CONFIRMED,,,8550000,8120000,0,430000,345000,307500,335000,161000,8120000,6541500,VND,2025-06-20 10:55:00,2025-06-20 10:24:00
BK105161,C589765,2025-06-19,2025-08-02,2025-08-04,2,9,2,2,0,5,1,44,CONFIRMED,,,21940000,21940000,4388000,0,1300000,653000,722000,490000,17552000,14387000,VND,2025-06-19 10:06:00,2025-06-19 10:12:00
BK105162,C509436,2025-07-07,2025-08-03,2025-08-04,1,1,1,1,0,2,0,27,CONFIRMED,,,1750000,1750000,315000,0,230000,183200,212800,108000,1435000,701000,VND,2025-07-07 10:16:00,2025-07-07 10:50:00
BK105163,C520578,2025-07-22,2025-08-03,2025-08-05,2,1,5,2,1,2,0,12,CONFIRMED,,,3100000,2860000,0,240000,460000,366400,370600,216000,2860000,1207000,VND,2025-07-22 10:04:00,2025-07-22 10:34:00
BK105164,C569364,2025-06-03,2025-08-03,2025-08-05,2,1,1,6,2,2,0,61,CONFIRMED,,,3180000,2800000,504000,266000,460000,366400,370600,216000,2296000,617000,VND,2025-06-03 10:33:00,2025-06-03 10:46:00
BK105165,C563363,2025-06-23,2025-08-03,2025-08-06,3,1,7,9,0,2,0,41,CONFIRMED,,,4220000,4220000,422000,0,0,549600,528400,324000,3798000,2396000,VND,2025-06-23 10:39:00,2025-06-23 10:28:00
BK105166,C506397,2025-06-28,2025-08-03,2025-08-08,5,1,2,7,0,2,0,36,CONFIRMED,,,7850000,7850000,1570000,0,1150000,916000,844000,540000,6280000,2830000,VND,2025-06-28 10:57:00,2025-06-28 10:56:00
BK105167,C588050,2025-05-23,2025-08-03,2025-08-05,2,1,7,9,5,2,0,72,CONFIRMED,,,2810000,2610000,261000,200000,0,366400,370600,216000,2349000,1196000,VND,2025-05-23 10:41:00,2025-05-23 10:35:00
BK105168,C523441,2025-07-26,2025-08-03,2025-08-06,3,1,3,2,2,2,0,8,CONFIRMED,,,4800000,4230000,634500,399000,690000,549600,528400,324000,3595500,1104500,VND,2025-07-26 10:08:00,2025-07-26 10:50:00
BK105169,C522154,2025-07-04,2025-08-03,2025-08-04,1,1,2,1,2,2,0,30,CONFIRMED,,,1750000,1540000,308000,147000,230000,183200,212800,108000,1232000,351000,VND,2025-07-04 10:53:00,2025-07-04 10:51:00
BK105170,C570252,2025-07-05,2025-08-03,2025-08-06,3,1,1,2,2,2,0,29,CONFIRMED,,,4760000,4190000,754200,399000,690000,549600,528400,324000,3435800,944800,VND,2025-07-05 10:45:00,2025-07-05 10:15:00
BK105171,C544328,2025-07-11,2025-08-03,2025-08-06,3,1,4,2,4,2,0,23,CONFIRMED,,,4690000,4220000,717400,470000,690000,549600,528400,324000,3502600,940600,VND,2025-07-11 10:06:00,2025-07-11 10:20:00
BK105172,C578883,2025-07-15,2025-08-03,2025-08-06,3,1,1,2,0,2,0,19,CONFIRMED,,,4800000,4800000,864000,0,690000,549600,528400,324000,3936000,1844000,VND,2025-07-15 10:09:00,2025-07-15 10:56:00
BK105173,C561088,2025-05-23,2025-08-03,2025-08-05,2,1,1,9,2,2,0,72,CONFIRMED,,,3200000,2810000,505800,273000,460000,366400,370600,216000,2304200,618200,VND,2025-05-23 10:09:00,2025-05-23 10:23:00
BK105174,C548970,2025-05-15,2025-08-03,2025-08-05,2,1,2,6,2,2,0,80,CONFIRMED,,,3140000,2760000,552000,266000,460000,366400,370600,216000,2208000,529000,VND,2025-05-15 10:58:00,2025-05-15 10:03:00
BK105175,C558154,2025-06-28,2025-08-03,2025-08-04,1,1,3,1,0,2,0,36,CONFIRMED,,,1740000,1740000,261000,0,230000,183200,212800,108000,1479000,745000,VND,2025-06-28 10:19:00,2025-06-28 10:14:00
BK105176,C527894,2025-07-10,2025-08-03,2025-08-07,4,1,2,7,4,2,0,24,CONFIRMED,,,6220000,5600000,1120000,620000,920000,732800,686200,432000,4480000,1089000,VND,2025-07-10 10:28:00,2025-07-10 10:30:00
BK105177,C528833,2025-06-28,2025-08-03,2025-08-06,3,1,4,5,2,2,0,36,CONFIRMED,,,4800000,4220000,717400,406000,690000,549600,528400,324000,3502600,1004600,VND,2025-06-28 10:05:00,2025-06-28 10:30:00
BK105178,C511313,2025-07-03,2025-08-03,2025-08-07,4,1,3,6,2,2,0,31,CONFIRMED,,,6390000,5620000,843000,539000,920000,732800,686200,432000,4777000,1467000,VND,2025-07-03 10:35:00,2025-07-03 10:54:00
BK105179,C520230,2025-07-28,2025-08-03,2025-08-04,1,1,2,4,2,1,0,6,CONFIRMED,,,1710000,1510000,302000,140000,115000,183200,212800,80000,1208000,477000,VND,2025-07-28 10:55:00,2025-07-28 10:52:00
BK105180,C518410,2025-07-07,2025-08-03,2025-08-05,2,1,1,2,3,2,0,27,CONFIRMED,,,3320000,3150000,567000,170000,460000,366400,370600,216000,2583000,1000000,VND,2025-07-07 10:41:00,2025-07-07 10:59:00
BK105181,C537480,2025-06-17,2025-08-03,2025-08-04,1,1,3,1,2,2,0,47,CONFIRMED,,,1660000,1460000,219000,140000,230000,183200,212800,108000,1241000,367000,VND,2025-06-17 10:48:00,2025-06-17 10:38:00
BK105182,C534862,2025-06-15,2025-08-03,2025-08-04,1,1,5,1,1,2,0,49,CONFIRMED,,,1620000,1490000,0,130000,230000,183200,212800,108000,1490000,626000,VND,2025-06-15 10:32:00,2025-06-15 10:02:00
BK105183,C569804,2025-06-04,2025-08-03,2025-08-05,2,1,2,5,0,2,0,60,CONFIRMED,,,3110000,3110000,622000,0,460000,366400,370600,216000,2488000,1075000,VND,2025-06-04 10:09:00,2025-06-04 10:59:00
BK105184,C500982,2025-06-13,2025-08-03,2025-08-06,3,1,5,6,0,2,0,51,CONFIRMED,,,4450000,4450000,0,0,690000,549600,528400,324000,4450000,2358000,VND,2025-06-13 10:37:00,2025-06-13 10:00:00
BK105185,C558008,2025-06-14,2025-08-03,2025-08-05,2,1,1,6,0,2,0,50,CONFIRMED,,,3160000,3160000,568800,0,460000,366400,370600,216000,2591200,1178200,VND,2025-06-14 10:07:00,2025-06-14 10:11:00
BK105186,C584489,2025-07-05,2025-08-03,2025-08-05,2,2,2,5,2,2,0,29,CONFIRMED,,,4030000,3560000,712000,329000,460000,374000,381000,216000,2848000,1088000,VND,2025-07-05 10:25:00,2025-07-05 10:49:00
BK105187,C537026,2025-07-09,2025-08-03,2025-08-05,2,2,2,2,2,2,0,25,CONFIRMED,,,4090000,3610000,722000,336000,460000,374000,381000,216000,2888000,1121000,VND,2025-07-09 10:48:00,2025-07-09 10:05:00
BK105188,C509723,2025-06-27,2025-08-03,2025-08-04,1,2,4,5,2,2,0,37,CONFIRMED,,,2180000,1920000,326400,182000,230000,187000,218000,108000,1593600,668600,VND,2025-06-27 10:42:00,2025-06-27 10:22:00
BK105189,C570332,2025-06-12,2025-08-03,2025-08-04,1,2,2,5,0,2,0,52,CONFIRMED,,,2090000,2090000,418000,0,230000,187000,218000,108000,1672000,929000,VND,2025-06-12 10:32:00,2025-06-12 10:04:00
BK105190,C519137,2025-06-11,2025-08-03,2025-08-06,3,2,3,6,0,2,0,53,CONFIRMED,,,5620000,5620000,843000,0,690000,561000,544000,324000,4777000,2658000,VND,2025-06-11 10:35:00,2025-06-11 10:34:00
BK105191,C503851,2025-07-09,2025-08-03,2025-08-07,4,2,4,7,2,2,0,25,CONFIRMED,,,7830000,6880000,1169600,665000,920000,748000,707000,432000,5710400,2238400,VND,2025-07-09 10:26:00,2025-07-09 10:19:00
BK105192,C514054,2025-07-22,2025-08-03,2025-08-04,1,2,2,4,2,1,0,12,CONFIRMED,,,2210000,1940000,388000,189000,115000,187000,218000,80000,1552000,763000,VND,2025-07-22 10:03:00,2025-07-22 10:43:00
BK105193,C530725,2025-07-08,2025-08-03,2025-08-06,3,2,2,6,2,2,0,26,CONFIRMED,,,5920000,5220000,1044000,490000,690000,561000,544000,324000,4176000,1567000,VND,2025-07-08 10:28:00,2025-07-08 10:38:00
BK105194,C549241,2025-07-07,2025-08-03,2025-08-06,3,2,1,2,0,2,0,27,CONFIRMED,,,6060000,6060000,1090800,0,690000,561000,544000,324000,4969200,2850200,VND,2025-07-07 10:51:00,2025-07-07 10:38:00
BK105195,C511841,2025-07-15,2025-08-03,2025-08-06,3,2,3,2,0,2,0,19,CONFIRMED,,,5850000,5850000,877500,0,690000,561000,544000,324000,4972500,2853500,VND,2025-07-15 10:04:00,2025-07-15 10:07:00
BK105196,C577624,2025-06-09,2025-08-03,2025-08-05,2,2,2,6,2,2,0,55,CONFIRMED,,,3810000,3350000,670000,322000,460000,374000,381000,216000,2680000,927000,VND,2025-06-09 10:25:00,2025-06-09 10:32:00
BK105197,C579442,2025-06-08,2025-08-03,2025-08-06,3,2,6,9,1,2,0,56,CONFIRMED,,,5530000,5090000,0,440000,690000,561000,544000,324000,5090000,2531000,VND,2025-06-08 10:00:00,2025-06-08 10:15:00
BK105198,C567389,2025-07-18,2025-08-03,2025-08-04,1,2,4,1,2,2,0,16,CONFIRMED,,,2180000,1920000,326400,182000,230000,187000,218000,108000,1593600,668600,VND,2025-07-18 10:16:00,2025-07-18 10:04:00
BK105199,C533325,2025-06-17,2025-08-03,2025-08-07,4,2,3,6,4,2,0,47,CONFIRMED,,,7490000,6740000,1011000,750000,920000,748000,707000,432000,5729000,2172000,VND,2025-06-17 10:52:00,2025-06-17 10:21:00
BK105200,C514965,2025-07-12,2025-08-03,2025-08-05,2,2,1,2,0,2,0,22,CONFIRMED,,,4120000,4120000,741600,0,460000,374000,381000,216000,3378400,1947400,VND,2025-07-12 10:40:00,2025-07-12 10:56:00
BK105201,C506814,2025-07-18,2025-08-03,2025-08-04,1,2,2,4,2,1,0,16,CONFIRMED,,,2170000,1910000,382000,182000,115000,187000,218000,80000,1528000,746000,VND,2025-07-18 10:09:00,2025-07-18 10:02:00
BK105202,C536742,2025-07-18,2025-08-03,2025-08-06,3,2,1,1,0,2,0,16,CONFIRMED,,,5940000,5940000,1069200,0,690000,561000,544000,324000,4870800,2751800,VND,2025-07-18 10:42:00,2025-07-18 10:42:00
BK105203,C518930,2025-07-08,2025-08-03,2025-08-06,3,2,3,2,0,2,0,26,CONFIRMED,,,5710000,5710000,856500,0,690000,561000,544000,324000,4853500,2734500,VND,2025-07-08 10:35:00,2025-07-08 10:02:00
BK105204,C522720,2025-07-04,2025-08-03,2025-08-05,2,2,3,6,0,2,0,30,CONFIRMED,,,4100000,4100000,615000,0,460000,374000,381000,216000,3485000,2054000,VND,2025-07-04 10:30:00,2025-07-04 10:12:00
BK105205,C556369,2025-07-21,2025-08-03,2025-08-06,3,2,5,2,3,2,0,13,CONFIRMED,,,5650000,5360000,0,290000,690000,561000,544000,324000,5360000,2951000,VND,2025-07-21 10:08:00,2025-07-21 10:22:00
BK105206,C503234,2025-06-22,2025-08-03,2025-08-05,2,2,5,2,3,2,0,42,CONFIRMED,,,3850000,3650000,0,200000,460000,374000,381000,216000,3650000,2019000,VND,2025-06-22 10:01:00,2025-06-22 10:13:00
BK105207,C518709,2025-07-15,2025-08-03,2025-08-06,3,2,6,1,1,2,0,19,CONFIRMED,,,5660000,5220000,0,440000,690000,561000,544000,324000,5220000,2661000,VND,2025-07-15 10:51:00,2025-07-15 10:30:00
BK105208,C535483,2025-07-12,2025-08-03,2025-08-04,1,3,2,2,3,2,1,22,CONFIRMED,,,2770000,2630000,526000,140000,305000,190800,223200,136000,2104000,1109000,VND,2025-07-12 10:10:00,2025-07-12 10:14:00
BK105209,C526280,2025-07-02,2025-08-03,2025-08-05,2,3,3,1,0,2,0,32,CONFIRMED,,,5250000,5250000,787500,0,460000,381600,391400,216000,4462500,3013500,VND,2025-07-02 10:40:00,2025-07-02 10:42:00
BK105210,C518091,2025-07-14,2025-08-03,2025-08-06,3,3,2,6,4,3,0,20,CONFIRMED,,,7480000,6750000,1350000,730000,1035000,572400,559600,408000,5400000,2095000,VND,2025-07-14 10:18:00,2025-07-14 10:10:00
BK105211,C588972,2025-06-29,2025-08-03,2025-08-05,2,3,6,5,0,2,0,35,CONFIRMED,,,4950000,4950000,0,0,460000,381600,391400,216000,4950000,3501000,VND,2025-06-29 10:57:00,2025-06-29 10:57:00
BK105212,C513747,2025-07-07,2025-08-03,2025-08-06,3,3,2,3,4,3,0,27,CONFIRMED,,,7340000,6610000,1322000,730000,1035000,572400,559600,408000,5288000,1983000,VND,2025-07-07 10:47:00,2025-07-07 10:22:00
BK105213,C576772,2025-07-19,2025-08-03,2025-08-05,2,3,6,2,1,2,1,15,CONFIRMED,,,5020000,4610000,0,410000,610000,381600,391400,272000,4610000,2545000,VND,2025-07-19 10:27:00,2025-07-19 10:14:00
BK105214,C510707,2025-07-20,2025-08-03,2025-08-06,3,3,3,2,3,2,1,14,CONFIRMED,,,7590000,7210000,1081500,380000,915000,572400,559600,408000,6128500,3293500,VND,2025-07-20 10:48:00,2025-07-20 10:07:00
BK105215,C557947,2025-06-09,2025-08-03,2025-08-04,1,3,3,2,0,2,1,55,CONFIRMED,,,2630000,2630000,394500,0,305000,190800,223200,136000,2235500,1380500,VND,2025-06-09 10:14:00,2025-06-09 10:10:00
BK105216,C564065,2025-05-23,2025-08-03,2025-08-06,3,3,3,6,2,3,0,72,CONFIRMED,,,6970000,6140000,921000,581000,1035000,572400,559600,408000,5219000,2063000,VND,2025-05-23 10:07:00,2025-05-23 10:55:00
BK105217,C579704,2025-06-09,2025-08-03,2025-08-08,5,3,5,5,1,2,0,55,CONFIRMED,,,11120000,10220000,0,900000,1150000,954000,896000,540000,10220000,5780000,VND,2025-06-09 10:01:00,2025-06-09 10:39:00
BK105218,C578037,2025-07-04,2025-08-03,2025-08-05,2,3,2,2,2,2,1,30,CONFIRMED,,,5080000,4480000,896000,420000,610000,381600,391400,272000,3584000,1509000,VND,2025-07-04 10:57:00,2025-07-04 10:54:00
BK105219,C552841,2025-06-11,2025-08-03,2025-08-06,3,3,7,5,0,2,0,53,CONFIRMED,,,6210000,6210000,621000,0,0,572400,559600,324000,5589000,4133000,VND,2025-06-11 10:33:00,2025-06-11 10:39:00
BK105220,C583147,2025-05-20,2025-08-03,2025-08-06,3,3,5,9,4,2,0,75,CONFIRMED,,,6860000,6170000,0,690000,690000,572400,559600,324000,6170000,3334000,VND,2025-05-20 10:38:00,2025-05-20 10:39:00
BK105221,C565625,2025-05-16,2025-08-03,2025-08-08,5,4,1,9,2,2,0,79,CONFIRMED,,,12790000,11270000,2028600,1064000,1150000,935000,870000,665000,9241400,4557400,VND,2025-05-16 10:16:00,2025-05-16 10:16:00
BK105222,C536644,2025-05-10,2025-08-03,2025-08-10,7,4,3,7,0,2,0,85,CONFIRMED,,,18470000,18470000,2770500,0,1610000,1309000,1251000,931000,15699500,10598500,VND,2025-05-10 10:21:00,2025-05-10 10:55:00
BK105223,C551559,2025-06-11,2025-08-03,2025-08-04,1,4,3,5,0,2,0,53,CONFIRMED,,,2890000,2890000,433500,0,230000,187000,218000,133000,2456500,1688500,VND,2025-06-11 10:57:00,2025-06-11 10:47:00
BK105224,C542832,2025-07-16,2025-08-03,2025-08-05,2,4,2,4,2,1,0,18,CONFIRMED,,,5550000,4890000,978000,462000,230000,374000,381000,210000,3912000,2255000,VND,2025-07-16 10:09:00,2025-07-16 10:25:00
BK105225,C549632,2025-07-10,2025-08-03,2025-08-05,2,4,4,2,0,2,0,24,CONFIRMED,,,5760000,5760000,979200,0,460000,374000,381000,266000,4780800,3299800,VND,2025-07-10 10:08:00,2025-07-10 10:34:00
BK105226,C525188,2025-06-16,2025-08-03,2025-08-05,2,4,5,5,0,2,0,48,CONFIRMED,,,5110000,5110000,0,0,460000,374000,381000,266000,5110000,3629000,VND,2025-06-16 10:45:00,2025-06-16 10:58:00
BK105227,C538676,2025-06-30,2025-08-03,2025-08-06,3,4,2,5,2,2,0,34,CONFIRMED,,,8120000,7140000,1428000,686000,690000,561000,544000,399000,5712000,2832000,VND,2025-06-30 10:29:00,2025-06-30 10:36:00
BK105228,C531799,2025-07-17,2025-08-03,2025-08-05,2,4,1,2,2,2,0,17,CONFIRMED,,,5560000,4890000,880200,469000,460000,374000,381000,266000,4009800,2059800,VND,2025-07-17 10:25:00,2025-07-17 10:09:00
BK105229,C513877,2025-06-07,2025-08-03,2025-08-05,2,4,5,5,0,2,0,57,CONFIRMED,,,5150000,5150000,0,0,460000,374000,381000,266000,5150000,3669000,VND,2025-06-07 10:12:00,2025-06-07 10:20:00
BK105230,C526866,2025-05-08,2025-08-03,2025-08-05,2,4,7,9,0,2,0,87,CONFIRMED,,,4710000,4710000,471000,0,0,374000,381000,266000,4239000,3218000,VND,2025-05-08 10:15:00,2025-05-08 10:13:00
BK105231,C580187,2025-06-21,2025-08-03,2025-08-06,3,4,2,9,0,2,0,43,CONFIRMED,,,8310000,8310000,1662000,0,690000,561000,544000,399000,6648000,4454000,VND,2025-06-21 10:18:00,2025-06-21 10:09:00
BK105232,C563181,2025-05-30,2025-08-03,2025-08-07,4,4,7,9,5,2,0,65,CONFIRMED,,,9110000,8470000,847000,640000,0,748000,707000,532000,7623000,4996000,VND,2025-05-30 10:05:00,2025-05-30 10:05:00
BK105233,C545225,2025-07-03,2025-08-03,2025-08-04,1,4,4,1,2,2,0,31,CONFIRMED,,,3020000,2660000,452200,252000,230000,187000,218000,133000,2207800,1187800,VND,2025-07-03 10:19:00,2025-07-03 10:28:00
BK105234,C530833,2025-07-18,2025-08-03,2025-08-05,2,4,3,1,0,2,0,16,CONFIRMED,,,5660000,5660000,849000,0,460000,374000,381000,266000,4811000,3330000,VND,2025-07-18 10:44:00,2025-07-18 10:50:00
BK105235,C522378,2025-07-24,2025-08-03,2025-08-06,3,4,3,2,0,2,0,10,CONFIRMED,,,8390000,8390000,1258500,0,690000,561000,544000,399000,7131500,4937500,VND,2025-07-24 10:35:00,2025-07-24 10:41:00
BK105236,C555095,2025-06-21,2025-08-03,2025-08-04,1,4,3,1,2,2,0,43,CONFIRMED,,,2960000,2610000,391500,245000,230000,187000,218000,133000,2218500,1205500,VND,2025-06-21 10:15:00,2025-06-21 10:13:00
BK105237,C515328,2025-06-04,2025-08-03,2025-08-05,2,4,1,6,0,2,0,60,CONFIRMED,,,5490000,5490000,988200,0,460000,374000,381000,266000,4501800,3020800,VND,2025-06-04 10:38:00,2025-06-04 10:16:00
