room_revenue_id,date_key,stay_date,room_type_id,channel_id,segment_id,promotion_id,rooms_sold,listed_room_revenue,gross_room_revenue,commission_amount,promotion_cost,breakfast_cost,housekeeping_cost,utilities_cost,room_amenity_cost,net_room_revenue,direct_variable_cost,room_contribution_profit,created_at
6358,20250711,2025-07-11,1,7,9,5,1,1620000,1510000,151000,110000,0,183200,157800,108000,1359000,559000,800000,2025-07-11 02:30:00
6359,20250711,2025-07-11,2,1,1,0,1,2270000,2270000,408600,0,230000,187000,163000,108000,1861400,688000,1173400,2025-07-11 02:30:00
6360,20250711,2025-07-11,2,1,1,2,1,2220000,1950000,351000,189000,230000,187000,163000,108000,1599000,877000,722000,2025-07-11 02:30:00
6361,20250711,2025-07-11,2,1,2,2,5,11310000,9960000,1792800,945000,1150000,935000,815000,540000,8167200,4385000,3782200,2025-07-11 02:30:00
6362,20250711,2025-07-11,2,1,3,0,3,6940000,6940000,1249200,0,690000,561000,489000,324000,5690800,2064000,3626800,2025-07-11 02:30:00
6363,20250711,2025-07-11,2,1,3,2,1,2240000,1980000,356400,182000,230000,187000,163000,108000,1623600,870000,753600,2025-07-11 02:30:00
6364,20250711,2025-07-11,2,1,4,0,1,2210000,2210000,397800,0,115000,187000,163000,80000,1812200,545000,1267200,2025-07-11 02:30:00
6365,20250711,2025-07-11,2,1,6,2,1,2310000,2030000,365400,196000,230000,187000,163000,108000,1664600,884000,780600,2025-07-11 02:30:00
6366,20250711,2025-07-11,2,1,7,4,1,2190000,1980000,356400,210000,230000,187000,163000,108000,1623600,898000,725600,2025-07-11 02:30:00
6367,20250711,2025-07-11,2,1,9,2,1,2210000,1950000,351000,182000,230000,187000,163000,108000,1599000,870000,729000,2025-07-11 02:30:00
6368,20250711,2025-07-11,2,2,1,0,2,4630000,4630000,926000,0,460000,374000,326000,216000,3704000,1376000,2328000,2025-07-11 02:30:00
6369,20250711,2025-07-11,2,2,4,2,1,2280000,2010000,402000,189000,115000,187000,163000,80000,1608000,734000,874000,2025-07-11 02:30:00
6370,20250711,2025-07-11,2,2,6,2,1,2200000,1930000,386000,189000,230000,187000,163000,108000,1544000,877000,667000,2025-07-11 02:30:00
6371,20250711,2025-07-11,2,2,7,0,1,2190000,2190000,438000,0,230000,187000,163000,108000,1752000,688000,1064000,2025-07-11 02:30:00
6372,20250711,2025-07-11,2,3,1,0,2,4500000,4500000,675000,0,460000,374000,326000,216000,3825000,1376000,2449000,2025-07-11 02:30:00
6373,20250711,2025-07-11,2,3,2,0,2,4500000,4500000,675000,0,460000,374000,326000,216000,3825000,1376000,2449000,2025-07-11 02:30:00
6374,20250711,2025-07-11,2,3,2,4,2,4430000,3990000,598500,440000,460000,374000,326000,216000,3391500,1816000,1575500,2025-07-11 02:30:00
6375,20250711,2025-07-11,2,3,5,4,1,2230000,2000000,300000,230000,230000,187000,163000,108000,1700000,918000,782000,2025-07-11 02:30:00
6376,20250711,2025-07-11,2,3,6,0,1,2200000,2200000,330000,0,230000,187000,163000,108000,1870000,688000,1182000,2025-07-11 02:30:00
6377,20250711,2025-07-11,2,3,7,2,1,2330000,2050000,307500,196000,230000,187000,163000,108000,1742500,884000,858500,2025-07-11 02:30:00
6378,20250711,2025-07-11,2,3,7,4,1,2120000,1910000,286500,210000,230000,187000,163000,108000,1623500,898000,725500,2025-07-11 02:30:00
6379,20250711,2025-07-11,2,3,8,0,1,2110000,2110000,316500,0,115000,187000,163000,80000,1793500,545000,1248500,2025-07-11 02:30:00
6380,20250711,2025-07-11,2,4,3,0,1,2220000,2220000,377400,0,230000,187000,163000,108000,1842600,688000,1154600,2025-07-11 02:30:00
6381,20250711,2025-07-11,2,4,5,0,1,2180000,2180000,370600,0,230000,187000,163000,108000,1809400,688000,1121400,2025-07-11 02:30:00
6382,20250711,2025-07-11,2,4,7,0,1,2190000,2190000,372300,0,230000,187000,163000,108000,1817700,688000,1129700,2025-07-11 02:30:00
6383,20250711,2025-07-11,2,5,1,0,1,2140000,2140000,0,0,230000,187000,163000,108000,2140000,688000,1452000,2025-07-11 02:30:00
6384,20250711,2025-07-11,2,5,2,1,2,4380000,4030000,0,350000,460000,374000,326000,216000,4030000,1726000,2304000,2025-07-11 02:30:00
6385,20250711,2025-07-11,2,5,4,1,1,2240000,2060000,0,180000,115000,187000,163000,80000,2060000,725000,1335000,2025-07-11 02:30:00
6386,20250711,2025-07-11,2,5,6,0,1,2010000,2010000,0,0,230000,187000,163000,108000,2010000,688000,1322000,2025-07-11 02:30:00
6387,20250711,2025-07-11,2,5,6,1,1,2110000,1940000,0,170000,230000,187000,163000,108000,1940000,858000,1082000,2025-07-11 02:30:00
6388,20250711,2025-07-11,2,6,2,0,2,4290000,4290000,0,0,460000,374000,326000,216000,4290000,1376000,2914000,2025-07-11 02:30:00
6389,20250711,2025-07-11,2,6,4,0,1,2180000,2180000,0,0,115000,187000,163000,80000,2180000,545000,1635000,2025-07-11 02:30:00
6390,20250711,2025-07-11,2,6,7,1,1,2120000,1950000,0,170000,230000,187000,163000,108000,1950000,858000,1092000,2025-07-11 02:30:00
6391,20250711,2025-07-11,2,7,1,5,2,3870000,3600000,360000,270000,0,374000,326000,216000,3240000,1186000,2054000,2025-07-11 02:30:00
6392,20250711,2025-07-11,2,7,3,0,2,3890000,3890000,389000,0,0,374000,326000,216000,3501000,916000,2585000,2025-07-11 02:30:00
6393,20250711,2025-07-11,2,7,6,0,2,3740000,3740000,374000,0,0,374000,326000,216000,3366000,916000,2450000,2025-07-11 02:30:00
6394,20250711,2025-07-11,2,7,9,5,1,1960000,1830000,183000,130000,0,187000,163000,108000,1647000,588000,1059000,2025-07-11 02:30:00
6395,20250711,2025-07-11,3,1,1,2,1,2740000,2420000,435600,224000,230000,190800,168200,108000,1984400,921000,1063400,2025-07-11 02:30:00
6396,20250711,2025-07-11,3,1,2,2,1,2940000,2580000,464400,252000,305000,190800,168200,136000,2115600,1052000,1063600,2025-07-11 02:30:00
6397,20250711,2025-07-11,3,1,6,2,1,2730000,2400000,432000,231000,345000,190800,168200,136000,1968000,1071000,897000,2025-07-11 02:30:00
6398,20250711,2025-07-11,3,2,2,3,1,2750000,2610000,522000,140000,305000,190800,168200,136000,2088000,940000,1148000,2025-07-11 02:30:00
6399,20250711,2025-07-11,3,2,3,2,1,2880000,2540000,508000,238000,345000,190800,168200,136000,2032000,1078000,954000,2025-07-11 02:30:00
6400,20250711,2025-07-11,3,2,9,0,2,5540000,5540000,1108000,0,460000,381600,336400,216000,4432000,1394000,3038000,2025-07-11 02:30:00
6401,20250711,2025-07-11,3,3,2,4,1,2750000,2470000,370500,280000,305000,190800,168200,136000,2099500,1080000,1019500,2025-07-11 02:30:00
6402,20250711,2025-07-11,3,3,9,4,1,2650000,2390000,358500,260000,230000,190800,168200,108000,2031500,957000,1074500,2025-07-11 02:30:00
6403,20250711,2025-07-11,3,5,2,4,1,2680000,2410000,0,270000,305000,190800,168200,136000,2410000,1070000,1340000,2025-07-11 02:30:00
6404,20250711,2025-07-11,3,5,3,1,1,2740000,2520000,0,220000,345000,190800,168200,136000,2520000,1060000,1460000,2025-07-11 02:30:00
6405,20250711,2025-07-11,3,5,6,0,1,2770000,2770000,0,0,345000,190800,168200,136000,2770000,840000,1930000,2025-07-11 02:30:00
6406,20250711,2025-07-11,3,5,9,0,2,5280000,5280000,0,0,460000,381600,336400,216000,5280000,1394000,3886000,2025-07-11 02:30:00
6407,20250711,2025-07-11,3,6,3,0,1,2670000,2670000,0,0,345000,190800,168200,136000,2670000,840000,1830000,2025-07-11 02:30:00
6408,20250711,2025-07-11,3,6,6,4,1,2700000,2430000,0,270000,345000,190800,168200,136000,2430000,1110000,1320000,2025-07-11 02:30:00
6409,20250711,2025-07-11,3,6,7,0,1,2640000,2640000,0,0,230000,190800,168200,108000,2640000,697000,1943000,2025-07-11 02:30:00
6410,20250711,2025-07-11,3,6,9,4,1,2630000,2370000,0,260000,230000,190800,168200,108000,2370000,957000,1413000,2025-07-11 02:30:00
6411,20250711,2025-07-11,3,7,2,0,1,2480000,2480000,248000,0,0,190800,168200,136000,2232000,495000,1737000,2025-07-11 02:30:00
6412,20250711,2025-07-11,3,7,3,0,2,4740000,4740000,474000,0,0,381600,336400,272000,4266000,990000,3276000,2025-07-11 02:30:00
6413,20250711,2025-07-11,3,7,3,4,1,2440000,2200000,220000,240000,0,190800,168200,136000,1980000,735000,1245000,2025-07-11 02:30:00
6414,20250711,2025-07-11,3,7,3,5,1,2410000,2240000,224000,170000,0,190800,168200,136000,2016000,665000,1351000,2025-07-11 02:30:00
6415,20250711,2025-07-11,3,7,9,0,1,2460000,2460000,246000,0,0,190800,168200,108000,2214000,467000,1747000,2025-07-11 02:30:00
6416,20250711,2025-07-11,3,7,9,5,2,4890000,4540000,454000,350000,0,381600,336400,216000,4086000,1284000,2802000,2025-07-11 02:30:00
6417,20250711,2025-07-11,4,1,1,0,1,3030000,3030000,545400,0,230000,187000,163000,133000,2484600,713000,1771600,2025-07-11 02:30:00
6418,20250711,2025-07-11,4,1,2,0,2,6140000,6140000,1105200,0,460000,374000,326000,266000,5034800,1426000,3608800,2025-07-11 02:30:00
6419,20250711,2025-07-11,4,1,2,2,1,3170000,2790000,502200,266000,230000,187000,163000,133000,2287800,979000,1308800,2025-07-11 02:30:00
6420,20250711,2025-07-11,4,1,2,3,2,6250000,5930000,1067400,320000,460000,374000,326000,266000,4862600,1746000,3116600,2025-07-11 02:30:00
6421,20250711,2025-07-11,4,1,5,0,1,3090000,3090000,556200,0,230000,187000,163000,133000,2533800,713000,1820800,2025-07-11 02:30:00
6422,20250711,2025-07-11,4,1,5,2,1,3040000,2680000,482400,252000,230000,187000,163000,133000,2197600,965000,1232600,2025-07-11 02:30:00
6423,20250711,2025-07-11,4,1,7,0,1,3210000,3210000,577800,0,230000,187000,163000,133000,2632200,713000,1919200,2025-07-11 02:30:00
6424,20250711,2025-07-11,4,1,7,2,1,3230000,2850000,513000,266000,230000,187000,163000,133000,2337000,979000,1358000,2025-07-11 02:30:00
6425,20250711,2025-07-11,4,1,9,0,1,2900000,2900000,522000,0,230000,187000,163000,133000,2378000,713000,1665000,2025-07-11 02:30:00
6426,20250711,2025-07-11,4,2,2,0,2,6300000,6300000,1260000,0,460000,374000,326000,266000,5040000,1426000,3614000,2025-07-11 02:30:00
6427,20250711,2025-07-11,4,2,3,4,1,3080000,2780000,556000,300000,230000,187000,163000,133000,2224000,1013000,1211000,2025-07-11 02:30:00
6428,20250711,2025-07-11,4,2,4,0,1,3220000,3220000,644000,0,115000,187000,163000,105000,2576000,570000,2006000,2025-07-11 02:30:00
6429,20250711,2025-07-11,4,2,5,0,1,3060000,3060000,612000,0,230000,187000,163000,133000,2448000,713000,1735000,2025-07-11 02:30:00
6430,20250711,2025-07-11,4,2,6,0,1,3130000,3130000,626000,0,230000,187000,163000,133000,2504000,713000,1791000,2025-07-11 02:30:00
6431,20250711,2025-07-11,4,2,7,2,1,3170000,2790000,558000,266000,230000,187000,163000,133000,2232000,979000,1253000,2025-07-11 02:30:00
6432,20250711,2025-07-11,4,2,7,4,1,3060000,2760000,552000,300000,230000,187000,163000,133000,2208000,1013000,1195000,2025-07-11 02:30:00
6433,20250711,2025-07-11,4,2,9,0,1,2900000,2900000,580000,0,230000,187000,163000,133000,2320000,713000,1607000,2025-07-11 02:30:00
6434,20250711,2025-07-11,4,3,2,0,1,3200000,3200000,480000,0,230000,187000,163000,133000,2720000,713000,2007000,2025-07-11 02:30:00
6435,20250711,2025-07-11,4,3,4,2,1,3110000,2740000,411000,259000,115000,187000,163000,105000,2329000,829000,1500000,2025-07-11 02:30:00
6436,20250711,2025-07-11,4,5,1,1,1,2920000,2690000,0,230000,230000,187000,163000,133000,2690000,943000,1747000,2025-07-11 02:30:00
6437,20250711,2025-07-11,4,5,2,0,3,9070000,9070000,0,0,690000,561000,489000,399000,9070000,2139000,6931000,2025-07-11 02:30:00
6438,20250711,2025-07-11,4,5,2,1,1,2940000,2710000,0,230000,230000,187000,163000,133000,2710000,943000,1767000,2025-07-11 02:30:00
6439,20250711,2025-07-11,4,5,4,0,1,3200000,3200000,0,0,115000,187000,163000,105000,3200000,570000,2630000,2025-07-11 02:30:00
6440,20250711,2025-07-11,4,6,1,4,1,2970000,2670000,0,300000,230000,187000,163000,133000,2670000,1013000,1657000,2025-07-11 02:30:00
6441,20250711,2025-07-11,4,6,4,1,1,2910000,2680000,0,230000,115000,187000,163000,105000,2680000,800000,1880000,2025-07-11 02:30:00
6442,20250711,2025-07-11,4,7,2,0,1,2650000,2650000,265000,0,0,187000,163000,133000,2385000,483000,1902000,2025-07-11 02:30:00
6443,20250711,2025-07-11,4,7,3,0,1,2600000,2600000,260000,0,0,187000,163000,133000,2340000,483000,1857000,2025-07-11 02:30:00
6444,20250711,2025-07-11,4,7,5,0,1,2580000,2580000,258000,0,0,187000,163000,133000,2322000,483000,1839000,2025-07-11 02:30:00
6445,20250711,2025-07-11,4,7,5,5,1,2780000,2590000,259000,190000,0,187000,163000,133000,2331000,673000,1658000,2025-07-11 02:30:00
6446,20250711,2025-07-11,4,7,6,4,1,2740000,2460000,246000,280000,0,187000,163000,133000,2214000,763000,1451000,2025-07-11 02:30:00
6447,20250711,2025-07-11,4,7,7,0,1,2630000,2630000,263000,0,0,187000,163000,133000,2367000,483000,1884000,2025-07-11 02:30:00
6448,20250711,2025-07-11,4,7,9,4,1,2720000,2450000,245000,270000,0,187000,163000,133000,2205000,753000,1452000,2025-07-11 02:30:00
6449,20250711,2025-07-11,5,1,1,0,1,3900000,3900000,702000,0,230000,215500,202000,133000,3198000,780500,2417500,2025-07-11 02:30:00
6450,20250711,2025-07-11,5,1,2,0,1,3840000,3840000,691200,0,230000,215500,202000,133000,3148800,780500,2368300,2025-07-11 02:30:00
6451,20250711,2025-07-11,5,1,2,3,1,3970000,3770000,678600,200000,230000,215500,202000,133000,3091400,980500,2110900,2025-07-11 02:30:00
6452,20250711,2025-07-11,5,1,7,0,1,3740000,3740000,673200,0,230000,215500,202000,133000,3066800,780500,2286300,2025-07-11 02:30:00
6453,20250711,2025-07-11,5,2,7,2,1,3650000,3210000,642000,308000,230000,215500,202000,133000,2568000,1088500,1479500,2025-07-11 02:30:00
6454,20250711,2025-07-11,5,3,1,2,1,3830000,3370000,505500,322000,230000,215500,202000,133000,2864500,1102500,1762000,2025-07-11 02:30:00
6455,20250711,2025-07-11,5,3,2,0,1,3760000,3760000,564000,0,230000,215500,202000,133000,3196000,780500,2415500,2025-07-11 02:30:00
6456,20250711,2025-07-11,5,3,2,2,1,3940000,3460000,519000,336000,230000,215500,202000,133000,2941000,1116500,1824500,2025-07-11 02:30:00
6457,20250711,2025-07-11,5,3,2,4,1,3920000,3530000,529500,390000,230000,215500,202000,133000,3000500,1170500,1830000,2025-07-11 02:30:00
6458,20250711,2025-07-11,5,3,6,0,1,4010000,4010000,601500,0,230000,215500,202000,133000,3408500,780500,2628000,2025-07-11 02:30:00
6459,20250711,2025-07-11,5,3,7,2,1,3620000,3180000,477000,308000,230000,215500,202000,133000,2703000,1088500,1614500,2025-07-11 02:30:00
6460,20250711,2025-07-11,5,4,2,3,1,3870000,3680000,625600,190000,230000,215500,202000,133000,3054400,970500,2083900,2025-07-11 02:30:00
6461,20250711,2025-07-11,5,4,7,4,1,4010000,3610000,613700,400000,230000,215500,202000,133000,2996300,1180500,1815800,2025-07-11 02:30:00
6462,20250711,2025-07-11,5,5,2,1,1,3620000,3330000,0,290000,230000,215500,202000,133000,3330000,1070500,2259500,2025-07-11 02:30:00
6463,20250711,2025-07-11,5,5,7,1,1,3550000,3270000,0,280000,230000,215500,202000,133000,3270000,1060500,2209500,2025-07-11 02:30:00
6464,20250711,2025-07-11,5,6,1,0,1,3620000,3620000,0,0,230000,215500,202000,133000,3620000,780500,2839500,2025-07-11 02:30:00
6465,20250711,2025-07-11,6,1,4,2,1,4780000,4200000,756000,406000,115000,225000,215000,105000,3444000,1066000,2378000,2025-07-11 02:30:00
6466,20250711,2025-07-11,6,1,7,0,1,4950000,4950000,891000,0,230000,225000,215000,133000,4059000,803000,3256000,2025-07-11 02:30:00
6467,20250711,2025-07-11,6,2,2,3,1,4870000,4630000,926000,240000,230000,225000,215000,133000,3704000,1043000,2661000,2025-07-11 02:30:00
6468,20250711,2025-07-11,6,2,5,0,1,4720000,4720000,944000,0,230000,225000,215000,133000,3776000,803000,2973000,2025-07-11 02:30:00
6469,20250711,2025-07-11,6,2,7,2,1,4720000,4150000,830000,399000,230000,225000,215000,133000,3320000,1202000,2118000,2025-07-11 02:30:00
6470,20250711,2025-07-11,6,5,4,1,1,4650000,4280000,0,370000,115000,225000,215000,105000,4280000,1030000,3250000,2025-07-11 02:30:00
6471,20250711,2025-07-11,6,6,2,1,1,4580000,4210000,0,370000,230000,225000,215000,133000,4210000,1173000,3037000,2025-07-11 02:30:00
6472,20250711,2025-07-11,7,1,2,0,1,5800000,5800000,1044000,0,230000,260000,215000,108000,4756000,813000,3943000,2025-07-11 02:30:00
6473,20250711,2025-07-11,7,2,9,2,1,5570000,4900000,980000,469000,230000,260000,215000,108000,3920000,1282000,2638000,2025-07-11 02:30:00
6474,20250711,2025-07-11,7,5,7,1,1,5610000,5160000,0,450000,230000,260000,215000,108000,5160000,1263000,3897000,2025-07-11 02:30:00
6475,20250711,2025-07-11,8,2,5,2,1,8950000,7880000,1576000,749000,230000,307500,280000,133000,6304000,1699500,4604500,2025-07-11 02:30:00
6476,20250711,2025-07-11,8,2,6,0,1,8890000,8890000,1778000,0,420000,307500,280000,189000,7112000,1196500,5915500,2025-07-11 02:30:00
6477,20250711,2025-07-11,8,4,3,0,1,9130000,9130000,1552100,0,460000,307500,280000,189000,7577900,1236500,6341400,2025-07-11 02:30:00
6478,20250711,2025-07-11,9,5,2,4,1,10970000,9870000,0,1100000,575000,326500,306000,217000,9870000,2524500,7345500,2025-07-11 02:30:00
6479,20250712,2025-07-12,1,1,1,0,2,3970000,3970000,714600,0,460000,366400,425600,216000,3255400,1468000,1787400,2025-07-12 02:30:00
6480,20250712,2025-07-12,1,1,2,0,2,4110000,4110000,739800,0,460000,366400,425600,216000,3370200,1468000,1902200,2025-07-12 02:30:00
6481,20250712,2025-07-12,1,1,2,3,2,3990000,3790000,682200,200000,460000,366400,425600,216000,3107800,1668000,1439800,2025-07-12 02:30:00
6482,20250712,2025-07-12,1,1,3,0,1,1980000,1980000,356400,0,230000,183200,212800,108000,1623600,734000,889600,2025-07-12 02:30:00
6483,20250712,2025-07-12,1,1,5,0,1,1970000,1970000,354600,0,230000,183200,212800,108000,1615400,734000,881400,2025-07-12 02:30:00
6484,20250712,2025-07-12,1,1,5,2,1,1870000,1650000,297000,154000,230000,183200,212800,108000,1353000,888000,465000,2025-07-12 02:30:00
6485,20250712,2025-07-12,1,1,6,4,2,3850000,3460000,622800,390000,460000,366400,425600,216000,2837200,1858000,979200,2025-07-12 02:30:00
6486,20250712,2025-07-12,1,1,9,0,1,1980000,1980000,356400,0,230000,183200,212800,108000,1623600,734000,889600,2025-07-12 02:30:00
6487,20250712,2025-07-12,1,1,9,2,1,1860000,1640000,295200,154000,230000,183200,212800,108000,1344800,888000,456800,2025-07-12 02:30:00
6488,20250712,2025-07-12,1,1,9,4,1,1970000,1770000,318600,200000,230000,183200,212800,108000,1451400,934000,517400,2025-07-12 02:30:00
6489,20250712,2025-07-12,1,2,2,2,1,2070000,1820000,364000,175000,230000,183200,212800,108000,1456000,909000,547000,2025-07-12 02:30:00
6490,20250712,2025-07-12,1,2,3,0,2,3950000,3950000,790000,0,460000,366400,425600,216000,3160000,1468000,1692000,2025-07-12 02:30:00
6491,20250712,2025-07-12,1,2,3,2,1,2000000,1760000,352000,168000,230000,183200,212800,108000,1408000,902000,506000,2025-07-12 02:30:00
6492,20250712,2025-07-12,1,2,4,0,1,2040000,2040000,408000,0,115000,183200,212800,80000,1632000,591000,1041000,2025-07-12 02:30:00
6493,20250712,2025-07-12,1,2,5,0,1,1890000,1890000,378000,0,230000,183200,212800,108000,1512000,734000,778000,2025-07-12 02:30:00
6494,20250712,2025-07-12,1,2,6,0,2,3930000,3930000,786000,0,460000,366400,425600,216000,3144000,1468000,1676000,2025-07-12 02:30:00
6495,20250712,2025-07-12,1,2,6,2,2,3950000,3480000,696000,329000,460000,366400,425600,216000,2784000,1797000,987000,2025-07-12 02:30:00
6496,20250712,2025-07-12,1,2,7,0,1,1880000,1880000,376000,0,230000,183200,212800,108000,1504000,734000,770000,2025-07-12 02:30:00
6497,20250712,2025-07-12,1,2,7,2,2,3900000,3430000,686000,329000,460000,366400,425600,216000,2744000,1797000,947000,2025-07-12 02:30:00
6498,20250712,2025-07-12,1,2,8,2,2,3920000,3450000,690000,329000,230000,366400,425600,160000,2760000,1511000,1249000,2025-07-12 02:30:00
6499,20250712,2025-07-12,1,2,9,0,1,1860000,1860000,372000,0,230000,183200,212800,108000,1488000,734000,754000,2025-07-12 02:30:00
6500,20250712,2025-07-12,1,2,9,4,1,1900000,1710000,342000,190000,230000,183200,212800,108000,1368000,924000,444000,2025-07-12 02:30:00
6501,20250712,2025-07-12,1,3,5,0,1,2000000,2000000,300000,0,230000,183200,212800,108000,1700000,734000,966000,2025-07-12 02:30:00
6502,20250712,2025-07-12,1,3,5,2,1,1850000,1630000,244500,154000,230000,183200,212800,108000,1385500,888000,497500,2025-07-12 02:30:00
6503,20250712,2025-07-12,1,3,6,0,1,2000000,2000000,300000,0,230000,183200,212800,108000,1700000,734000,966000,2025-07-12 02:30:00
6504,20250712,2025-07-12,1,3,7,0,1,1970000,1970000,295500,0,230000,183200,212800,108000,1674500,734000,940500,2025-07-12 02:30:00
6505,20250712,2025-07-12,1,3,8,0,1,1970000,1970000,295500,0,115000,183200,212800,80000,1674500,591000,1083500,2025-07-12 02:30:00
6506,20250712,2025-07-12,1,3,9,0,2,3990000,3990000,598500,0,460000,366400,425600,216000,3391500,1468000,1923500,2025-07-12 02:30:00
6507,20250712,2025-07-12,1,5,1,0,2,3910000,3910000,0,0,460000,366400,425600,216000,3910000,1468000,2442000,2025-07-12 02:30:00
6508,20250712,2025-07-12,1,5,1,1,1,1870000,1720000,0,150000,230000,183200,212800,108000,1720000,884000,836000,2025-07-12 02:30:00
6509,20250712,2025-07-12,1,5,2,0,1,1960000,1960000,0,0,230000,183200,212800,108000,1960000,734000,1226000,2025-07-12 02:30:00
6510,20250712,2025-07-12,1,5,2,3,1,1890000,1800000,0,90000,230000,183200,212800,108000,1800000,824000,976000,2025-07-12 02:30:00
6511,20250712,2025-07-12,1,5,2,4,1,1970000,1780000,0,190000,230000,183200,212800,108000,1780000,924000,856000,2025-07-12 02:30:00
6512,20250712,2025-07-12,1,5,4,0,1,1980000,1980000,0,0,115000,183200,212800,80000,1980000,591000,1389000,2025-07-12 02:30:00
6513,20250712,2025-07-12,1,5,5,1,1,1950000,1790000,0,160000,230000,183200,212800,108000,1790000,894000,896000,2025-07-12 02:30:00
6514,20250712,2025-07-12,1,5,5,4,1,1930000,1730000,0,200000,230000,183200,212800,108000,1730000,934000,796000,2025-07-12 02:30:00
6515,20250712,2025-07-12,1,5,7,0,2,3820000,3820000,0,0,460000,366400,425600,216000,3820000,1468000,2352000,2025-07-12 02:30:00
6516,20250712,2025-07-12,1,5,7,1,1,1970000,1810000,0,160000,230000,183200,212800,108000,1810000,894000,916000,2025-07-12 02:30:00
6517,20250712,2025-07-12,1,5,9,4,1,1830000,1650000,0,180000,230000,183200,212800,108000,1650000,914000,736000,2025-07-12 02:30:00
6518,20250712,2025-07-12,1,7,1,0,1,1820000,1820000,182000,0,0,183200,212800,108000,1638000,504000,1134000,2025-07-12 02:30:00
6519,20250712,2025-07-12,1,7,2,0,1,1650000,1650000,165000,0,0,183200,212800,108000,1485000,504000,981000,2025-07-12 02:30:00
6520,20250712,2025-07-12,1,7,3,0,1,1750000,1750000,175000,0,0,183200,212800,108000,1575000,504000,1071000,2025-07-12 02:30:00
6521,20250712,2025-07-12,1,7,3,5,1,1630000,1520000,152000,110000,0,183200,212800,108000,1368000,614000,754000,2025-07-12 02:30:00
6522,20250712,2025-07-12,1,7,9,0,1,1720000,1720000,172000,0,0,183200,212800,108000,1548000,504000,1044000,2025-07-12 02:30:00
6523,20250712,2025-07-12,1,7,9,5,1,1760000,1640000,164000,120000,0,183200,212800,108000,1476000,624000,852000,2025-07-12 02:30:00
6524,20250712,2025-07-12,2,1,1,0,1,2450000,2450000,441000,0,230000,187000,218000,108000,2009000,743000,1266000,2025-07-12 02:30:00
6525,20250712,2025-07-12,2,1,1,2,2,4870000,4290000,772200,406000,460000,374000,436000,216000,3517800,1892000,1625800,2025-07-12 02:30:00
6526,20250712,2025-07-12,2,1,2,0,2,4960000,4960000,892800,0,460000,374000,436000,216000,4067200,1486000,2581200,2025-07-12 02:30:00
6527,20250712,2025-07-12,2,1,2,2,2,4850000,4260000,766800,413000,460000,374000,436000,216000,3493200,1899000,1594200,2025-07-12 02:30:00
6528,20250712,2025-07-12,2,1,3,0,1,2510000,2510000,451800,0,230000,187000,218000,108000,2058200,743000,1315200,2025-07-12 02:30:00
6529,20250712,2025-07-12,2,1,3,2,2,4870000,4280000,770400,413000,460000,374000,436000,216000,3509600,1899000,1610600,2025-07-12 02:30:00
6530,20250712,2025-07-12,2,1,5,0,1,2470000,2470000,444600,0,230000,187000,218000,108000,2025400,743000,1282400,2025-07-12 02:30:00
6531,20250712,2025-07-12,2,1,5,2,3,7170000,6310000,1135800,602000,690000,561000,654000,324000,5174200,2831000,2343200,2025-07-12 02:30:00
6532,20250712,2025-07-12,2,1,6,2,2,5000000,4400000,792000,420000,460000,374000,436000,216000,3608000,1906000,1702000,2025-07-12 02:30:00
6533,20250712,2025-07-12,2,1,8,0,1,2410000,2410000,433800,0,115000,187000,218000,80000,1976200,600000,1376200,2025-07-12 02:30:00
6534,20250712,2025-07-12,2,1,9,2,1,2490000,2190000,394200,210000,230000,187000,218000,108000,1795800,953000,842800,2025-07-12 02:30:00
6535,20250712,2025-07-12,2,2,1,0,1,2460000,2460000,492000,0,230000,187000,218000,108000,1968000,743000,1225000,2025-07-12 02:30:00
6536,20250712,2025-07-12,2,2,3,0,1,2410000,2410000,482000,0,230000,187000,218000,108000,1928000,743000,1185000,2025-07-12 02:30:00
6537,20250712,2025-07-12,2,2,4,2,2,5000000,4400000,880000,420000,230000,374000,436000,160000,3520000,1620000,1900000,2025-07-12 02:30:00
6538,20250712,2025-07-12,2,2,5,2,1,2300000,2030000,406000,189000,230000,187000,218000,108000,1624000,932000,692000,2025-07-12 02:30:00
6539,20250712,2025-07-12,2,2,6,0,1,2350000,2350000,470000,0,230000,187000,218000,108000,1880000,743000,1137000,2025-07-12 02:30:00
6540,20250712,2025-07-12,2,2,6,2,1,2380000,2090000,418000,203000,230000,187000,218000,108000,1672000,946000,726000,2025-07-12 02:30:00
6541,20250712,2025-07-12,2,2,7,0,1,2410000,2410000,482000,0,230000,187000,218000,108000,1928000,743000,1185000,2025-07-12 02:30:00
6542,20250712,2025-07-12,2,2,7,2,1,2430000,2140000,428000,203000,230000,187000,218000,108000,1712000,946000,766000,2025-07-12 02:30:00
6543,20250712,2025-07-12,2,3,1,0,2,4940000,4940000,741000,0,460000,374000,436000,216000,4199000,1486000,2713000,2025-07-12 02:30:00
6544,20250712,2025-07-12,2,3,2,3,1,2460000,2340000,351000,120000,230000,187000,218000,108000,1989000,863000,1126000,2025-07-12 02:30:00
6545,20250712,2025-07-12,2,3,5,4,2,4880000,4390000,658500,490000,460000,374000,436000,216000,3731500,1976000,1755500,2025-07-12 02:30:00
